time,sensor_x0[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_y0[undefined],sensor_x[undefined],sensor_gamma[undefined],sensor_y[undefined],sensor_z0[undefined],sensor_z[undefined],label_activities_sitting
1652785670874.1,0,1.2,2.4,0.1,0.1,0.5,6.6,0,7.4,x
1652785670890.8,0,1.8,0.2,0,0,1.4,6.6,-0.1,7.4,x
1652785670907.5,0,1.6,0.9,-0.1,0,1.6,6.5,-0.3,7.1,x
1652785670924.2,0,0.7,4.1,-0.1,0,1.2,6.5,-0.2,7.1,x
1652785670940.9,0.1,-1.8,5.2,0,0,1,6.5,-0.2,7.1,x
1652785670957.5,0.1,-3.9,5.5,0,0.1,0.4,6.5,0.1,7.5,x
1652785670974.2,0.1,-2.1,7.1,-0.1,0.1,-0.8,6.4,0.2,7.5,x
1652785670990.7,0.1,-2.1,7.1,-0.2,0.1,-0.8,6.4,0.2,7.5,x
1652785671008.2,0.1,0.2,6.5,-0.1,0.1,-1.8,6.4,0.1,7.5,x
1652785671024.2,-0.1,1.3,5.1,0.1,-0.2,-2.4,6.7,0.1,7.4,x
1652785671040.9,-0.2,0.7,3.3,0.2,-0.2,-1.4,6.7,0.1,7.4,x
1652785671059.1,-0.1,0.5,2.1,0,-0.2,-0.1,6.7,0.3,7.5,x
1652785671074.2,-0.1,2.1,-1.2,-0.1,-0.2,-0.2,6.5,0.3,7.5,x
1652785671090.8,-0.1,5.9,-5.1,0,-0.1,0.5,6.6,0,7.2,x
1652785671108.3,0,5,-2.7,0,0,1.3,6.6,-0.2,7.1,x
1652785671124.2,0,5,-2.7,0.1,0,1.3,6.6,-0.3,7.1,x
1652785671140.8,0.1,1.5,0.1,-0.1,0,2.5,6.4,-0.3,7.2,x
1652785671157.6,0.1,-1.7,2.6,-0.2,0,1,6.4,-0.1,7.2,x
1652785671174.9,0,-1.9,3.2,-0.1,-0.1,-1.8,6.4,0.2,7.5,x
1652785671192.6,0,-0.5,1.4,0.2,-0.1,-2.1,6.7,0.2,7.5,x
1652785671207.4,0,4.9,-2.8,0,0,-0.8,6.5,0.1,7.5,x
1652785671224.1,0.1,5.7,-2.3,-0.1,0.1,-1.5,6.4,0,7.3,x
1652785671240.9,0.1,5.7,-2.3,-0.1,0.1,-1.5,6.4,0,7.3,x
1652785671257.5,0.2,5.9,0.7,-0.2,0.1,-2.1,6.5,0.1,7.4,x
1652785671274.4,0.2,6.6,5.7,-0.1,0.1,-2.5,6.5,0.1,7.4,x
1652785671292.6,0.1,9.7,7.5,0.2,0,-3.2,6.8,0.3,7.7,x
1652785671307.6,0.1,9.7,7.5,0.1,-0.1,-3.2,6.7,0.3,7.5,x
1652785671324.1,0,15.6,4.1,-0.1,-0.2,-4.6,6.6,0.1,7.5,x
1652785671340.8,-0.2,17.4,-1.1,0.1,-0.4,-3.6,6.9,0.3,7.5,x
1652785671358.5,-0.3,17.4,-1.1,0.1,-0.4,-3.6,6.9,0.2,7.5,x
1652785671374.2,-0.3,19.1,-6.3,0.2,-0.5,-1.9,6.9,-0.1,6.9,x
1652785671391.1,-0.4,16.9,-12.1,0,-0.5,0.1,6.9,-0.6,6.3,x
1652785671408.8,-0.3,16.9,-12.1,0,-0.5,0.1,6.9,-1.2,6.3,x
1652785671424.2,-0.2,9.5,-9.3,-0.1,-0.2,1.6,6.8,-1.2,5.9,x
1652785671441.5,0,-9.7,-0.2,-0.1,-0.1,2,6.9,-0.9,6.4,x
1652785671458,0.1,-14.5,3.6,0.1,-0.1,1.1,6.9,-0.2,6.9,x
1652785671475,0.1,-14.5,3.6,0.1,-0.1,1.1,6.9,0,6.9,x
1652785671490.8,-0.1,-14.8,5.3,0.1,-0.2,-0.2,6.9,0.4,7.6,x
1652785671507.5,-0.2,-6.8,-5.6,0.2,-0.3,1.1,7,0.5,7.6,x
1652785671524.1,-0.3,-3.8,-11.2,0.3,-0.4,3.4,7,0.2,7.4,x
1652785671540.8,-0.3,-3.8,-11.2,0.1,-0.3,3.4,6.8,0.1,7.2,x
1652785671557.4,-0.1,-1.5,-12.6,0,0,6.7,6.7,-0.2,6.8,x
1652785671574.1,0.2,-3.7,-8,-0.1,0.3,7.4,6.7,-0.5,6.7,x
1652785671590.8,0.4,-3.7,-8,-0.1,0.3,7.4,6.7,-0.5,6.7,x
1652785671607.4,0.5,-7.3,1.9,-0.4,0.5,5.1,6.3,-0.2,7.3,x
1652785671624.1,0.4,-9.4,9,-0.3,0.3,-1.5,6.6,0.4,7.6,x
1652785671641.3,0.3,-9.4,9,0,0.3,-1.5,6.6,0.5,7.6,x
1652785671658.3,0.1,-7.5,6.4,0.1,0,-1.8,6.7,0.4,7.7,x
1652785671675.2,0,-0.4,3,0,-0.2,-1.5,6.7,0.4,7.6,x
1652785671690.9,-0.1,-0.4,3,0,-0.2,-1.5,6.8,0.4,7.4,x
1652785671707.5,-0.1,1.6,0.2,0.1,-0.2,-0.1,6.8,0,7.4,x
1652785671724.1,0,2.2,-0.1,0,-0.1,1,6.7,-0.1,7.2,x
1652785671740.8,-0.1,1.7,-0.5,0,-0.1,0.5,6.7,0,7.2,x
1652785671758.1,-0.3,3.4,-7.7,0.2,-0.3,1.4,6.9,0.3,7.5,x
1652785671774.7,-0.3,3.4,-7.7,0.2,-0.4,1.4,6.9,0.3,7.6,x
1652785671790.9,-0.3,16.9,-9.8,0.1,-0.3,3,7,0.3,7.6,x
1652785671808,-0.2,25.4,-12.8,0.3,-0.1,7.7,7.1,0.3,7.4,x
1652785671825.1,-0.1,25.4,-12.8,0.2,-0.1,7.7,7.1,0.1,7.4,x
1652785671841.5,0,27.6,-14.2,0.1,0.1,10.3,6.8,-0.4,6.4,x
1652785671857.5,0.2,7.5,-0.2,-0.5,0.3,8,6.4,-0.9,6.1,x
1652785671876,0.3,-6.5,5.3,-0.7,0.3,5.6,6.4,-1,6.1,x
1652785671891.3,0.3,-6.5,5.3,-0.5,0.4,5.6,6.7,-0.8,6.6,x
1652785671908.2,0.2,-17.6,12.1,0.1,0.2,2.9,7,-0.2,7.1,x
1652785671925.1,0.3,-13.7,17,0.1,0.5,6.8,6.8,0.1,7.2,x
1652785671940.9,0.6,-13.7,17,-0.1,0.5,6.8,6.8,0,7.2,x
1652785671958.7,0.7,-12.6,20.2,-0.5,0.5,5.1,6.2,-0.1,7.1,x
1652785671974.4,0.3,-13,21.1,-0.3,0,-3.8,6.5,0.2,7.7,x
1652785671990.9,-0.1,-13,21.1,-0.1,0,-3.8,6.5,0.8,7.7,x
1652785672007.6,-0.5,-9,8.9,0.1,-0.5,-5.4,7,1.2,8,x
1652785672024.2,-0.2,4.7,-9.6,0.2,0,2.2,6.8,0.4,7.1,x
1652785672040.8,0.4,-0.1,-2.8,-0.3,0.4,2.3,6.4,-1,6,x
1652785672057.9,0.6,-0.1,-2.8,-0.4,0.4,2.3,6.4,-1.5,6,x
1652785672074.8,0.5,-14,13.6,-0.4,0.5,-1.4,5.8,-1.7,6.1,x
1652785672090.8,0.6,-23.2,30.5,-0.4,0.2,-7.7,6.5,0.4,8.5,x
1652785672107.4,-0.1,3.3,13.7,0.4,-0.4,-7.1,7,2.2,9.5,x
1652785672126.5,-0.2,22.3,-1.4,0.3,-0.4,-3.7,7,1.5,8.8,x
1652785672140.7,0,26,-4.6,0.3,-0.1,-4.1,6.9,0.9,7.8,x
1652785672157.4,0.1,26,-4.6,0.2,-0.1,-4.1,6.9,0.4,7.8,x
1652785672174.1,-0.1,5.5,-2.4,0.1,-0.2,-7.6,6.8,-0.9,6.9,x
1652785672191,-0.1,5.5,-2.4,0,-0.4,-7.6,6.6,-1,6.4,x
1652785672207.4,-0.1,3.6,6.8,0,-0.5,-4.2,6.8,0.2,7.8,x
1652785672224.1,-0.4,15.1,-6.3,0,-0.7,-2.3,6.8,1,8,x
1652785672241,-0.4,15.1,-6.3,0,-0.7,-2.3,6.8,0.6,8,x
1652785672257.6,0.1,18.2,-12.4,0.1,-0.5,0.7,6.9,-0.6,7.1,x
1652785672276,0.3,-2.4,5.5,-0.2,0,-2.8,6.7,-1.2,5.9,x
1652785672291.6,0.3,-2.4,5.5,-0.2,0,-2.8,6.7,-1.1,5.9,x
1652785672310.1,0,-11.5,14.4,-0.1,-0.5,-4,6.8,-0.1,7.7,x
1652785672324.2,-0.2,-4.6,4.1,0.1,-0.6,-2.2,6.9,0.8,7.9,x
1652785672340.7,-0.2,0.5,-3.4,0.2,-0.6,-0.2,6.9,0.6,7.9,x
1652785672359.7,-0.1,6.3,-7.1,-0.1,-0.4,-0.1,6.7,0.4,7.5,x
1652785672383.7,0,8.3,-5.6,0.1,-0.4,0.6,6.9,-0.4,6.9,x
1652785672390.9,0.1,2.4,0,0.1,-0.3,0,6.9,-0.6,6.6,x
1652785672407.4,0.1,2.4,0,0.1,-0.3,0,6.9,-0.6,6.6,x
1652785672424,0,-4.8,3.5,-0.2,-0.4,-0.8,6.6,-0.1,7.4,x
1652785672440.8,-0.1,-2.5,-3.5,-0.1,-0.5,0.5,6.8,0.4,7.6,x
1652785672457.4,-0.1,0.8,-5.5,0.1,-0.4,1.6,6.9,0.3,7.4,x
1652785672474.1,0,0.8,-5.5,0.1,-0.4,1.6,6.9,0.1,7.4,x
1652785672493.7,0.1,-2.9,3.8,0,-0.2,1.3,6.8,-0.3,6.7,x
1652785672507.4,0.1,-10.2,8.9,0,-0.3,0.1,6.7,-0.5,6.6,x
1652785672524.1,0.1,-10.2,8.9,0,-0.3,0.1,6.7,-0.6,6.6,x
1652785672540.8,0,-16.9,14.9,0.1,-0.3,-0.6,6.7,-0.6,6.7,x
1652785672557.4,0.1,-24.9,23.4,0.1,-0.4,1.9,6.8,-0.4,7.1,x
1652785672574,0.2,-17,24.8,-0.2,-0.4,3.1,6.4,0.4,8,x
1652785672590.7,0.1,-17,24.8,-0.3,-0.4,3.1,6.4,1.2,8,x
1652785672607.4,-0.3,12.2,-4.8,0,-0.8,3.8,6.8,1.4,8.6,x
1652785672624,-0.2,19.4,-14.8,0.1,-0.6,5.1,6.7,0.8,8,x
1652785672640.7,0,22,-17.4,-0.2,-0.4,4,6.5,0.1,7.4,x
1652785672657.4,0.1,22,-17.4,-0.3,-0.3,4,6.4,-0.1,7,x
1652785672674,0.1,17.4,-13.2,-0.3,-0.3,-0.3,6.6,-0.3,6.8,x
1652785672691,0,13.2,-9.8,0,-0.3,0.1,6.8,-0.5,6.6,x
1652785672707.4,0,13.2,-9.8,0,-0.3,0.1,6.8,-0.5,6.6,x
1652785672724.1,0.1,6.1,-3.1,-0.1,-0.2,0.1,6.8,-0.3,6.8,x
1652785672740.7,0.1,2.7,0.4,0,-0.2,0.4,6.8,-0.4,6.8,x
1652785672757.3,0.1,-0.1,2.8,-0.1,-0.2,0,6.8,-0.1,7,x
1652785672774,0.1,-0.1,2.8,-0.1,-0.3,0,6.8,0,7.3,x
1652785672790.7,0,0,3,0,-0.4,-1.8,6.8,0.3,7.5,x
1652785672807.4,-0.1,3.5,0.8,0,-0.5,-1.9,6.8,0.4,7.5,x
1652785672824,-0.1,3.5,0.8,-0.1,-0.5,-1.9,6.8,0.3,7.5,x
1652785672840.8,0,6.6,-2.2,0,-0.3,-1.1,6.9,0,7,x
1652785672857.3,0,6.2,-1.5,0.1,-0.3,-0.8,6.9,-0.2,6.8,x
1652785672874,0,6.2,-1.5,0,-0.3,-0.8,6.9,-0.3,6.8,x
1652785672890.7,0,3.5,1.1,0,-0.4,-1.1,6.9,-0.3,6.9,x
1652785672907.4,0,-1.6,1.1,0,-0.4,-1,6.8,-0.1,7,x
1652785672924,0,-1.9,1.8,-0.1,-0.4,-0.5,6.8,-0.1,7,x
1652785672941.1,0.1,-1.9,1.8,-0.1,-0.4,-0.5,6.8,0,7,x
1652785672957.3,0.1,-1.4,2.7,-0.1,-0.3,-0.6,6.9,0.1,7.1,x
1652785672974.1,0.1,0.5,5.6,0,-0.3,-0.7,6.9,0.1,7.1,x
1652785672990.6,0.2,0.5,5.6,-0.1,-0.3,-0.7,6.9,0.1,7.1,x
1652785673007.6,0.2,1.4,6.7,-0.2,-0.3,-1.3,6.8,0.1,7.1,x
1652785673024,0,3.3,6,0,-0.5,-4.1,6.9,0.1,7.2,x
1652785673040.7,-0.1,5.2,4,0.1,-0.6,-3.9,7,0.3,7.4,x
1652785673057.4,-0.2,5.2,4,0.1,-0.6,-3.9,7,0.3,7.4,x
1652785673074.1,-0.2,5.9,-0.8,0,-0.6,-2.7,6.9,0.1,7,x
1652785673090.7,0.3,5.5,-4.3,0,-0.2,0.9,6.9,-0.2,6.8,x
1652785673107.4,0.2,6.1,0.4,0,-0.3,-0.2,6.9,-0.1,6.9,x
1652785673124,0.1,6.1,0.4,0,-0.3,-0.2,7,0,7.1,x
1652785673140.9,0,8,4.2,0,-0.4,-2.2,6.9,0.2,7.2,x
1652785673157.3,0,9,3,-0.1,-0.5,-2.4,6.9,0.1,7,x
1652785673174,0,9,3,0,-0.5,-2.4,6.9,-0.1,7,x
1652785673190.6,0.3,9.4,4.2,-0.2,0,-0.4,6.7,-0.3,6.6,x
1652785673207.3,0.6,4.1,12.1,-0.3,-0.1,-3.1,6.7,-0.3,6.7,x
1652785673224,-0.1,0.8,12.4,0.1,-0.7,-9,7.1,0.2,7.1,x
1652785673240.7,-0.5,0.8,12.4,0.2,-1.2,-9,7.1,0.3,7.3,x
1652785673257.3,-0.5,4.5,2.7,0.1,-0.9,-4.8,7.1,0.3,7.1,x
1652785673274,-0.2,6.1,-2.8,0.1,-0.7,-1.9,7.2,0.1,6.9,x
1652785673290.7,-0.1,6.1,-2.8,0.2,-0.7,-1.9,7.2,0,6.9,x
1652785673307.4,-0.2,6.1,-6.8,0.1,-0.8,-1.7,7.1,0.4,7.3,x
1652785673324,-0.2,10.8,-11,0,-0.7,-2.2,7.2,0,6.6,x
1652785673340.6,-0.1,10.8,-11,0.1,-0.7,-2.2,7.2,-0.5,6.6,x
1652785673357.3,0,9.8,-3,0,-0.7,-0.9,7.1,-0.9,5.9,x
1652785673374,-0.2,-2.9,7.4,0.2,-0.8,-0.2,7.4,-0.5,6.4,x
1652785673390.6,-0.1,-6,4.2,0.1,-0.7,0.8,7.1,0.1,6.9,x
1652785673407.4,0,-6,4.2,-0.1,-0.7,0.8,7.1,0.2,6.9,x
1652785673424,-0.1,-4.8,0.2,-0.1,-0.8,-0.4,7.1,0.3,7,x
1652785673440.7,-0.3,4.4,-6.1,0.1,-0.9,-0.2,7.2,0.3,7.1,x
1652785673457.3,-0.2,5.7,-11.6,0.1,-0.8,0.9,7.2,0.2,6.9,x
1652785673474,0,5.7,-11.6,0.1,-0.5,0.9,7.2,-0.2,6.5,x
1652785673490.6,0.3,0.5,-8.3,0,-0.2,2.3,7.1,-0.4,6.3,x
1652785673507.3,0.2,-2.8,-1.7,0.1,-0.4,-0.1,7.2,-0.3,6.6,x
1652785673524.2,-0.1,-2.8,-1.7,0,-0.4,-0.1,7.2,0,6.6,x
1652785673540.7,0,-4.5,2.6,-0.1,-0.5,-0.6,7,0,6.8,x
1652785673557.5,0,-2.6,2.8,-0.1,-0.7,-0.3,7.1,0.1,7,x
1652785673574,-0.2,0.2,-1.1,0.1,-0.8,0.7,7.2,0.3,7.1,x
1652785673590.7,-0.2,0.2,-1.1,0.1,-0.7,0.7,7.2,0.4,7.1,x
1652785673607.4,0,4.5,-5.7,0,-0.5,2.6,7.1,0.2,6.8,x
1652785673624,0.2,3.6,-3.3,-0.1,-0.3,2.4,7,-0.3,6.5,x
1652785673640.6,0.3,3.6,-3.3,0,-0.3,2.4,7,-0.4,6.5,x
1652785673657.3,0.1,1.3,2.4,0,-0.5,1.1,7.1,-0.2,6.7,x
1652785673674,0.1,-4.5,5.4,-0.1,-0.5,0,7,0,6.8,x
1652785673690.7,-0.1,-4.7,3.3,0,-0.7,-0.6,7.2,0.3,7.1,x
1652785673707.3,-0.2,-4.7,3.3,0.1,-0.7,-0.6,7.2,0.4,7.3,x
1652785673724,-0.1,4.9,-4.5,0,-0.6,1.6,7.1,0.4,7.2,x
1652785673740.7,0,6,-6.7,-0.1,-0.5,1.3,7.1,0.3,6.9,x
1652785673757.4,0,4.9,-4.5,0,-0.5,1.3,7.1,-0.1,6.9,x
1652785673773.9,0.1,4.9,-4.5,0,-0.4,1.3,7.1,-0.3,6.6,x
1652785673790.6,0.1,2.3,1.4,-0.1,-0.4,0.5,7.1,-0.2,6.7,x
1652785673807.3,-0.1,1,-0.6,0,-0.6,0.3,7.1,0,6.8,x
1652785673826.2,-0.1,0.1,-1.6,0,-0.6,0.8,7.2,0.1,6.8,x
1652785673840.6,-0.1,1.3,-2.8,0,-0.6,1.5,7.3,0.1,7.1,x
1652785673857.4,-0.2,5,-7.4,0.2,-0.7,3.2,7.3,0.4,7.1,x
1652785673874,0,8.3,-11.9,-0.2,-0.7,4.4,7.3,0.1,7.1,x
1652785673890.6,0.1,8.3,-11.9,-0.2,-0.2,4.4,6.9,-0.2,6.5,x
1652785673907.3,0.2,3.1,-7.3,-0.2,-0.3,0.6,7.1,-0.4,6.4,x
1652785673924.1,0.1,3.1,-7.3,0,-0.3,0.6,7.1,-0.3,6.4,x
1652785673940.7,-0.1,-0.9,-3.1,0.1,-0.4,-0.1,7.2,0.2,7,x
1652785673957.4,0.1,2.8,-1.9,-0.1,-0.3,1.2,7.1,0.1,6.7,x
1652785673973.9,0.1,2.5,-2.5,0,-0.3,0.8,7.2,-0.4,6.3,x
1652785673991.3,0,-1.6,-1.7,0.1,-0.3,-0.3,7.3,-0.5,6.2,x
1652785674007.3,0,-1.6,-1.7,0.1,-0.3,-0.3,7.3,-0.4,6.4,x
1652785674024.3,0.1,-7,6.4,-0.1,-0.3,-1.5,7.1,-0.1,6.8,x
1652785674040.7,-0.1,-4.9,5.4,0.1,-0.5,-2.7,7.3,0.4,7.1,x
1652785674057.4,-0.2,-4.9,5.4,0.2,-0.5,-2.7,7.4,0.4,7,x
1652785674073.9,0,-0.7,0.5,0.1,-0.3,0,7.2,0.1,6.8,x
1652785674090.6,0.1,-1.3,1.6,-0.1,-0.3,-0.6,7.1,-0.1,6.6,x
1652785674107.8,0.1,-1.3,1.6,0,-0.4,-0.6,7.1,-0.1,6.7,x
1652785674125.7,0,-4,3.4,0,-0.4,-1,7.2,-0.1,6.8,x
1652785674140.9,0.1,-6.6,9.5,0.2,-0.4,-1.6,7.2,0,6.7,x
1652785674157.4,0.1,-5.3,11.6,0,-0.6,-3.1,6.9,-0.1,6.9,x
1652785674174,-0.2,-5.3,11.6,-0.2,-0.8,-3.1,7.2,0.4,7.3,x
1652785674190.6,-0.3,0.3,-3.3,0.3,-0.7,1.5,7.4,0.3,7,x
1652785674207.3,0,2.5,-3.4,0.1,-0.4,2.7,7.2,0,6.9,x
1652785674224,0.1,2.5,-3.4,-0.1,-0.4,2.7,7.2,0,6.9,x
1652785674240.9,0.1,2.4,-2.8,-0.1,-0.4,2.1,7,-0.2,6.7,x
1652785674257.3,0,-0.9,2.2,0,-0.5,-0.4,7.1,-0.1,6.8,x
1652785674274,0,-0.3,1.5,0,-0.5,-0.6,7.1,0.2,6.8,x
1652785674290.7,-0.1,-0.3,1.5,0,-0.6,-0.6,7.1,0.3,7,x
1652785674307.6,-0.1,3.3,-2,0,-0.5,0.5,7.1,0.1,6.8,x
1652785674324,0,2.6,-2.8,0,-0.5,0.7,7.1,-0.1,6.7,x
1652785674340.9,0,2.6,-2.8,0,-0.5,0.7,7.1,-0.2,6.7,x
1652785674357.3,0,1.5,-1.9,0,-0.4,1.1,7.1,-0.1,6.8,x
1652785674374,0,1.5,-3.3,-0.1,-0.5,0.7,7.1,0,6.8,x
1652785674390.7,0,1,-1.4,0,-0.4,0.3,7.2,0,6.8,x
1652785674407.4,0,1,-1.4,0,-0.4,0.3,7.2,0,6.7,x
1652785674424,0.1,0.3,2.3,0,-0.4,-0.5,7.1,0,6.8,x
1652785674440.7,0,0.8,1.8,0,-0.5,-0.6,7.2,0,6.8,x
1652785674457.4,-0.1,0.8,1.8,0,-0.5,-0.6,7.2,0,6.8,x
1652785674474,0,1.1,1.2,0,-0.5,0.2,7.2,0.1,6.9,x
1652785674490.6,0,1.7,-3.7,0,-0.5,0.9,7.1,0,6.9,x
1652785674507.4,0,2.1,-5.6,0,-0.5,1,7.2,0.1,6.9,x
1652785674524,0,2.1,-5.6,0.1,-0.4,1,7.2,0.1,6.8,x
1652785674541,0,2.7,-4,0,-0.4,-0.6,7.2,0.1,6.8,x
1652785674557.3,0,2.8,-1.4,0,-0.4,0.4,7.2,-0.3,6.5,x
1652785674574,0.1,1.6,-0.2,-0.1,-0.4,0.6,7.1,-0.3,6.4,x
1652785674590.7,0,1.6,-0.2,-0.1,-0.5,0.6,7.1,-0.5,6.4,x
1652785674612.1,-0.2,-4.7,-4.1,0.1,-0.6,0.7,7.3,0.2,7,x
1652785674624.1,0,-4.4,-4.3,0.2,-0.4,2.2,7.3,0.1,6.9,x
1652785674640.7,0.2,-4.4,-4.3,0,-0.1,2.2,7,0.1,6.9,x
1652785674657.3,0.1,0.9,-0.5,-0.2,-0.3,-0.8,7.1,0.1,6.8,x
1652785674674.1,0,-1.4,2.8,-0.1,-0.3,-0.8,7.1,-0.1,6.8,x
1652785674690.7,0,-1.4,2.8,0.1,-0.4,-0.8,7.2,-0.3,6.4,x
1652785674707.4,-0.1,-4.4,6.1,0,-0.6,-0.9,7.2,0.1,7,x
1652785674723.9,-0.2,-2.4,-1.9,0.1,-0.6,2.1,7.2,0.3,7.1,x
1652785674740.7,-0.1,1.2,-5.8,0,-0.5,2.6,7.2,0.3,7,x
1652785674757.3,0,1.2,-5.8,0,-0.4,2.6,7.1,0.1,6.8,x
1652785674773.9,0,1.2,-5.8,0,-0.4,1.8,7.2,-0.2,6.6,x
1652785674790.7,0,-1.5,-3.2,0,-0.4,1.8,7.1,-0.2,6.6,x
1652785674807.3,0.1,-2.6,-1.4,-0.1,-0.2,1.7,7.1,-0.1,6.7,x
1652785674823.9,0.2,-2.6,-1.4,-0.1,-0.2,1.7,7.1,-0.1,6.7,x
1652785674840.6,0,-2.6,-0.8,0,-0.4,1,7.2,-0.1,6.8,x
1652785674857.3,-0.1,-2.8,-0.1,0.1,-0.4,0.2,7.2,0,6.8,x
1652785674873.9,0,-2.7,0.5,0.1,-0.4,0.5,7.2,0.1,6.9,x
1652785674890.6,0,-2.6,0,-0.1,-0.3,0.4,7,-0.1,6.7,x
1652785674907.6,0,-3.7,0.7,-0.1,-0.3,0.3,7.1,-0.1,6.7,x
1652785674923.9,0,-3.7,0.7,0,-0.3,0.3,7.1,0,6.7,x
1652785674940.6,-0.1,-5.2,-1.5,0.1,-0.4,0,7.2,0.2,7,x
1652785674957.4,0,-2.7,-1.9,0,-0.3,1.6,7.1,0.2,7.1,x
1652785674973.9,0,-1.2,-2.9,0,-0.3,0.6,7.1,0.3,7.1,x
1652785674990.6,0,-1.2,-2.9,0,-0.3,0.6,7.1,0.2,7.1,x
1652785675007.2,0,-0.8,-3.7,0,-0.3,1.4,7.1,-0.1,6.7,x
1652785675024,0,-2,-2.1,0,-0.3,1.1,7.1,-0.1,6.8,x
1652785675040.6,0,-2,-2.1,0,-0.3,1.1,7.1,-0.1,6.8,x
1652785675057.3,0,-2.6,-1.4,0,-0.3,0.9,7,0,7,x
1652785675074.1,0,0.1,-2.4,-0.1,-0.3,0.8,7,0.2,7.1,x
1652785675090.7,-0.1,1.2,-2.4,0,-0.4,0.4,7.1,0.2,7.1,x
1652785675107.2,-0.1,1.2,-2.4,0,-0.4,0.4,7.1,0.2,7.1,x
1652785675123.9,0,2.5,-4.8,0,-0.2,1.6,7.1,0,6.8,x
