time,sensor_x0[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_y0[undefined],sensor_x[undefined],sensor_gamma[undefined],sensor_y[undefined],sensor_z0[undefined],sensor_z[undefined],label_activities_sitting
1652785679407.3,-0.1,-15.3,-23.4,0.5,-1.2,0.6,8.5,0.1,6.2,x
1652785679423.9,-0.5,-15.3,-23.4,0.8,-1.6,0.6,8.8,0.5,7.1,x
1652785679440.7,-0.8,-8.7,-22.6,0.6,-1.6,2,8.2,1.5,8.1,x
1652785679457.3,-0.6,29.3,-13.2,0.9,-1.3,14.5,9.2,1.3,7.1,x
1652785679474.3,-0.5,29.3,-13.2,1.4,-1.3,14.5,9.2,1.1,7.1,x
1652785679491.1,0.5,36.3,-18.8,-0.6,-0.1,23.7,7.4,0.2,6,x
1652785679507.2,0.2,33.6,-27.1,-0.9,-0.3,25.2,7.2,0.1,5,x
1652785679524.5,0.3,18.5,-31.4,-0.9,0.1,20.3,7.2,-0.7,4.8,x
1652785679540.8,0.6,0.3,-27.5,-0.8,0.4,17.3,7.4,-1.2,4.4,x
1652785679557.2,0.7,0.3,-27.5,-0.6,0.5,17.3,7.9,-1.6,3.8,x
1652785679573.9,1,-30.2,25.2,0,0.8,13.1,7.8,-1.4,5.1,x
1652785679590.5,1,-27.8,29.4,-0.7,0.6,6.5,7.3,0.8,6.8,x
1652785679607.8,0.7,-27.8,29.4,-0.6,0.6,6.5,7.3,1.2,6.8,x
1652785679623.8,0.2,-21.5,20.5,0,-0.4,1.7,8.2,0.6,6.1,x
1652785679641.7,-0.2,-1.2,21.9,0.7,-0.6,3.9,8.3,0.4,6.8,x
1652785679657.2,-0.3,9.3,7.5,-0.4,-0.6,4.8,7.5,1.4,7.3,x
1652785679673.9,-0.2,9.3,7.5,-0.5,-0.5,4.8,7.5,1.2,7.2,x
1652785679690.4,-0.2,13.9,-23.1,-0.1,-0.3,6.7,7.9,0.7,6.1,x
1652785679707.1,0.2,9.6,-19,-0.1,0.1,6.1,7.8,-0.6,5,x
1652785679723.7,0.5,-2.5,-4.8,-0.2,0.1,3.5,7.8,-1.2,5,x
1652785679740.4,0.6,-2.5,-4.8,-0.3,0.2,3.5,7.6,-1.2,5.1,x
1652785679757.1,0.2,-17.8,13.6,-0.1,-0.2,-3.5,7.9,-0.3,5.8,x
1652785679773.7,-0.1,-12.9,11.7,0.2,-0.4,-3,8.1,0.7,6.7,x
1652785679790.3,-0.3,-12.9,11.7,0.3,-0.7,-3,8.3,0.9,6.8,x
1652785679807,-0.3,-2.3,1.6,0.2,-0.4,2.2,7.9,0.7,6.5,x
1652785679823.7,-0.1,-2.3,1.6,0,-0.4,2.2,7.9,0.4,6.5,x
1652785679843.3,0.2,-1.2,-3.7,-0.3,-0.1,0.3,7.5,0,6,x
1652785679857,0.1,-1.2,-3.7,-0.3,-0.2,0.3,7.6,0.1,6.2,x
1652785679873.8,0.1,-2.6,-8,-0.2,-0.2,-1.9,7.6,0.2,6.2,x
1652785679890.6,0.1,-1.6,-5.5,0.1,-0.1,-0.3,7.9,-0.2,5.8,x
1652785679907.4,0.3,-1.6,-5.5,0,0.2,-0.3,7.7,-0.3,5.6,x
1652785679924,0.4,-8.1,10.7,-0.2,0.1,-3.9,7.6,-0.4,5.6,x
1652785679940.3,0.3,-8.1,10.7,-0.2,0.1,-3.9,7.6,-0.5,5.6,x
1652785679957.2,-0.1,-15.1,10,0.1,-0.6,-5.1,8,0,6.6,x
1652785679973.7,-0.3,-15.1,10,0.2,-0.7,-5.1,7.9,0.9,7,x
1652785679990.3,-0.3,1.1,-7.5,0.2,-0.5,2,7.9,0.7,6.6,x
1652785680007,0,3,-8.9,0,-0.2,3.4,7.7,0,6,x
1652785680023.6,0.2,3,-8.9,-0.2,0,3.4,7.5,-0.2,5.9,x
1652785680040.3,0.3,2.5,-0.5,-0.3,0,1,7.5,-0.2,5.8,x
1652785680057,0.1,-0.4,0.2,-0.1,-0.2,-0.2,7.7,-0.1,6,x
1652785680073.6,0,-0.4,0.2,-0.1,-0.2,-0.2,7.7,0,6,x
1652785680090.3,0.1,-2.4,0.4,-0.2,-0.2,-0.3,7.6,0,6,x
1652785680107,0.1,-4.4,5.7,-0.1,-0.2,-2.5,7.7,-0.1,6,x
1652785680123.7,0,-5.8,4.7,0,-0.3,-3.3,7.8,0,6.1,x
1652785680140.4,0,-5.8,4.7,0.1,-0.3,-3.3,7.8,0.1,6.1,x
1652785680157,-0.2,-5,0.3,0.2,-0.5,-2.1,7.9,0.3,6.5,x
1652785680173.8,-0.1,-0.9,-1.6,0.1,-0.4,-0.3,7.8,0.3,6.5,x
1652785680190.3,0.1,3,-0.4,0,-0.3,0.3,7.7,0.2,6.4,x
1652785680207.1,0.1,3,-0.4,0,-0.2,0.3,7.6,0.1,6.1,x
1652785680223.7,0.1,-0.6,0,-0.1,-0.3,-1.8,7.6,-0.3,5.7,x
1652785680240.4,0,-6.5,1.5,0,-0.3,-1.6,7.7,-0.5,5.7,x
1652785680257,0,-6.5,1.5,0,-0.3,-1.6,7.7,-0.3,5.7,x
1652785680273.8,-0.1,-11.4,0.3,-0.1,-0.5,-2,7.6,0.1,6.3,x
1652785680290.4,-0.1,-9.7,-1.7,0.1,-0.4,-1.1,7.8,0.2,6.4,x
1652785680307.5,0.1,-7.4,-3.2,0.1,-0.3,-0.8,7.7,0.2,6.4,x
1652785680323.7,0.1,-7.4,-3.2,0,-0.3,-0.8,7.6,0.1,6.2,x
1652785680340.6,0,-7.8,-0.7,0.1,-0.3,-0.7,7.7,-0.1,6.2,x
1652785680357.1,0,-7.3,-0.3,0,-0.3,-0.1,7.6,0,6.4,x
1652785680373.8,0,-7.3,-0.3,-0.1,-0.3,-0.1,7.6,0.1,6.4,x
1652785680390.4,0,-5.6,-2,0,-0.3,-0.2,7.6,0.1,6.4,x
1652785680407,0,-4.5,-2.1,0,-0.3,-0.3,7.6,0.1,6.5,x
1652785680424.2,0,-2.3,-2.2,0,-0.3,0.2,7.5,0.1,6.5,x
1652785680440.4,0,-2.3,-2.2,-0.1,-0.3,0.2,7.5,0.1,6.4,x
1652785680457.1,0,-1.1,-1.9,-0.1,-0.3,0.4,7.5,-0.1,6.1,x
1652785680474.1,0.1,-3.8,1.3,0,-0.2,0.6,7.5,-0.4,6,x
1652785680490.4,0.1,-3.8,1.3,0,-0.2,0.6,7.5,-0.3,6,x
1652785680507.1,0.1,-4.8,4.5,-0.1,-0.3,-0.4,7.5,0.1,6.7,x
1652785680523.8,-0.1,-2.9,0,-0.1,-0.4,-0.9,7.4,0.4,6.8,x
1652785680540.9,-0.1,-2.9,0,0,-0.4,-0.9,7.5,0.3,6.7,x
1652785680557.1,-0.1,-0.9,-4.4,0,-0.4,-1,7.6,0.1,6.5,x
1652785680573.8,0,4.1,-4.3,0,-0.2,0.2,7.5,0.1,6.4,x
1652785680590.5,0.1,4.1,-3.9,-0.1,-0.2,-0.4,7.5,-0.1,6.3,x
1652785680607.1,0.1,4.1,-3.9,-0.1,-0.2,-0.4,7.5,-0.1,6.3,x
1652785680623.7,-0.1,1.5,-3.4,0,-0.4,-1.9,7.5,-0.1,6.3,x
1652785680640.4,0,-1.2,0.4,0,-0.2,-0.7,7.6,-0.1,6.3,x
1652785680657.1,0.1,-1.2,0.4,0,-0.2,-0.7,7.6,0,6.3,x
1652785680673.8,0.1,-1.7,2.3,0,-0.3,-1.4,7.6,0,6.3,x
1652785680690.4,0,-3.9,5.2,0.1,-0.3,-2.1,7.6,-0.1,6.3,x
1652785680707.1,0,-3.5,4.3,0,-0.4,-1.5,7.5,0,6.4,x
1652785680723.9,0,-3.5,4.3,0,-0.4,-1.5,7.5,0,6.4,x
1652785680740.4,-0.1,-3.3,2,0,-0.5,-0.4,7.6,0,6.4,x
1652785680757.1,-0.2,-4.4,-3.1,0.2,-0.6,0.4,7.6,0.1,6.6,x
1652785680773.7,-0.2,-2.6,-3.4,0.1,-0.4,1.1,7.5,0.2,6.7,x
1652785680790.4,0.1,-2.6,-3.4,0,-0.2,1.1,7.5,0.2,6.5,x
1652785680807.1,0.1,-0.1,-1.7,0,-0.3,0.4,7.4,0,6.5,x
1652785680823.8,0.1,-0.5,-1.5,-0.1,-0.2,0.1,7.4,0,6.5,x
1652785680840.4,0.1,-0.5,-1.5,-0.1,-0.2,0.1,7.4,0,6.5,x
1652785680857,0,-0.6,-2.4,0.1,-0.3,-0.2,7.6,0,6.5,x
1652785680873.7,0,0,-3.1,0,-0.3,0.6,7.5,0,6.5,x
1652785680890.5,-0.1,0.3,-3.2,0,-0.4,0.2,7.5,0.1,6.6,x
1652785680907.1,-0.1,0.3,-3.2,0,-0.4,0.2,7.5,0.2,6.6,x
1652785680923.8,0,1.8,-5.9,0.1,-0.3,1.6,7.6,0,6.4,x
1652785680940.4,0,0.9,-4.5,0,-0.2,2.2,7.5,-0.2,6.3,x
1652785680957.1,0.1,0.9,-4.5,-0.1,-0.2,2.2,7.5,-0.2,6.3,x
1652785680973.8,0.1,-0.6,-2,-0.1,-0.2,1.8,7.4,-0.1,6.4,x
1652785680990.4,0,-0.2,-2.7,-0.1,-0.3,0.2,7.4,0,6.5,x
1652785681007.6,0,-0.4,-3.5,-0.1,-0.3,-0.4,7.4,0.1,6.5,x
1652785681023.7,-0.1,-0.4,-3.5,0,-0.3,-0.4,7.6,0,6.4,x
1652785681040.4,0,-0.7,-1.1,0.1,-0.2,0.1,7.5,0,6.5,x
1652785681057.1,0,0.2,-2.3,0,-0.2,0.3,7.4,0,6.4,x
1652785681073.8,0,0.2,-2.3,0,-0.2,0.3,7.4,-0.1,6.4,x
1652785681090.4,0,-0.5,-2,0,-0.2,0.6,7.4,-0.2,6.3,x
1652785681107,0,-3.8,1.7,0,-0.2,0.5,7.4,0,6.5,x
1652785681123.7,0,-2.9,1,0,-0.2,0.1,7.5,0.2,6.7,x
1652785681140.4,0,-2.9,1,0.1,-0.3,0.1,7.5,0.3,6.8,x
1652785681157.6,0,2.8,-0.6,0,-0.2,0.3,7.5,0.3,6.7,x
1652785681173.8,0,4.9,-2.1,0,-0.2,0.1,7.5,0.1,6.5,x
1652785681190.4,0,4.9,-2.1,0,-0.2,0.1,7.5,0,6.5,x
1652785681207.1,0,5.8,-2.4,-0.1,-0.3,-0.2,7.4,0,6.4,x
1652785681223.7,0,2.8,-2.9,-0.1,-0.2,-0.7,7.5,-0.2,6.3,x
1652785681240.4,0.1,2.8,-2.9,0.1,-0.2,-0.7,7.5,-0.2,6.3,x
1652785681257.1,0.1,0.5,-0.5,0.1,-0.1,-0.2,7.5,-0.1,6.4,x
1652785681274.3,0.1,-0.1,1.8,0,-0.1,0.3,7.5,0,6.5,x
1652785681290.3,0,1.8,0.7,0,-0.2,0.1,7.5,0.2,6.6,x
1652785681307.1,0,1.8,0.7,0,-0.2,0.1,7.5,0.2,6.6,x
1652785681324.1,0,2.8,-1.5,0,-0.2,-0.3,7.5,-0.1,6.3,x
1652785681340.4,-0.1,1.6,-1.6,0,-0.3,-0.9,7.5,-0.1,6.3,x
1652785681357.1,0,0.4,-0.9,0,-0.2,-0.3,7.5,-0.1,6.3,x
1652785681373.7,0,0.4,-0.9,0,-0.2,-0.3,7.5,0,6.4,x
1652785681390.3,0,-0.3,-0.5,0,-0.2,-0.1,7.5,0,6.4,x
1652785681407.1,0,-0.3,1.1,0,-0.2,0.2,7.5,0,6.4,x
1652785681423.7,0,-0.3,1.1,0,-0.2,0.2,7.5,0.1,6.4,x
1652785681440.4,0,0.1,0.4,0,-0.2,0.4,7.5,0.1,6.4,x
1652785681457.1,0,0.2,-3.1,0,-0.2,0.5,7.5,-0.1,6.3,x
1652785681474.4,0,-1.7,-3.7,0.1,-0.2,0,7.6,-0.1,6.3,x
1652785681490.3,0,-1.7,-3.7,0.1,-0.1,0,7.5,0,6.4,x
1652785681507,0,-1.8,-3.1,-0.1,-0.2,0.4,7.4,0,6.4,x
1652785681523.7,0,-1.4,-1.4,0,-0.2,0.3,7.5,0.1,6.5,x
1652785681540.4,0,-1.4,-1.4,0,-0.2,0.3,7.5,0.1,6.5,x
1652785681557.6,0,-1.3,-0.2,0.1,-0.2,-0.4,7.6,0.2,6.6,x
1652785681573.8,0,1.3,-1,0,-0.1,0.2,7.5,0.1,6.5,x
1652785681590.4,0,1.8,0.2,-0.1,-0.1,-0.1,7.4,0,6.4,x
1652785681607,0,1.8,0.2,0,-0.2,-0.1,7.5,-0.1,6.4,x
1652785681623.7,-0.1,0.3,-1.3,0,-0.3,0,7.5,-0.1,6.3,x
1652785681640.3,-0.1,-1.3,-1.9,0,-0.2,0.5,7.5,-0.1,6.2,x
1652785681657.1,0,-1.3,-1.9,0,-0.2,0.5,7.5,-0.2,6.2,x
1652785681673.7,0,-2.4,-0.1,0.1,-0.1,0.9,7.6,0,6.5,x
1652785681690.4,0.1,-1.9,0.3,0,-0.1,0.6,7.5,0.1,6.5,x
1652785681707,0.1,-2.2,1.2,0,-0.1,0.3,7.4,0,6.5,x
1652785681723.7,0.1,-2.2,1.2,-0.1,-0.1,0.3,7.4,0,6.4,x
1652785681740.4,0,-4.4,3.3,-0.1,-0.2,-0.4,7.4,-0.1,6.3,x
1652785681757,-0.1,-5.6,4.3,0,-0.2,-0.5,7.5,-0.1,6.4,x
1652785681773.7,0,-5.6,4.3,0.1,-0.2,-0.5,7.5,-0.1,6.4,x
1652785681790.4,0,-6.1,6.9,0,-0.2,-0.4,7.4,0.2,6.8,x
1652785681807.5,0,-0.3,12.2,0,-0.2,-1.1,7.5,0.4,7,x
1652785681823.7,0,4.5,9.7,0,-0.2,-1.8,7.5,0.4,6.9,x
1652785681840.4,0,4.5,9.7,0,-0.4,-1.8,7.4,0.2,6.6,x
1652785681857.1,0,8.9,6.2,0,-0.3,-1.6,7.5,0,6.4,x
1652785681873.7,-0.1,7.8,3.7,0,-0.4,-1.4,7.5,-0.1,6.3,x
1652785681890.3,-0.1,7.8,3.7,0,-0.4,-1.4,7.5,-0.1,6.3,x
1652785681907.7,0,6.9,2,0,-0.3,-0.6,7.5,-0.2,6.3,x
1652785681923.7,0,5.4,0.9,0,-0.3,-0.5,7.5,0,6.4,x
1652785681941.1,0,5.5,-2.3,0,-0.3,-0.6,7.5,0,6.4,x
1652785681957.7,0,5.5,-2.3,0,-0.3,-0.6,7.5,-0.1,6.3,x
1652785681973.7,-0.1,5,-8.3,0,-0.3,0,7.5,-0.1,6.2,x
1652785681991.1,-0.1,3.7,-9.6,0,-0.3,0,7.5,-0.1,6.3,x
1652785682007.1,0,3.7,-9.6,-0.1,-0.3,0,7.5,-0.1,6.3,x
1652785682023.7,0,2.5,-11.5,0,-0.3,-0.5,7.6,0,6.3,x
1652785682041.4,0,1.9,-14.9,0,-0.3,-0.4,7.6,-0.1,6.2,x
1652785682057.1,-0.1,1.9,-14.9,0,-0.3,-0.4,7.6,-0.2,6.2,x
1652785682073.8,-0.1,0.6,-16.1,0.1,-0.3,0.1,7.6,-0.2,6.1,x
1652785682090.4,0,-3.8,-11.2,0,-0.1,1.7,7.6,-0.2,6.3,x
1652785682107.1,0.1,-3.7,-5,0.1,0,1.3,7.6,0.2,6.6,x
1652785682123.7,0.2,-3.7,-5,0.1,0,1.3,7.6,0.3,6.6,x
1652785682140.4,0.2,-1.3,-1.2,0,0,0.3,7.5,0.4,6.7,x
1652785682157,0,3.9,-1.6,-0.1,-0.1,-1,7.5,0.2,6.5,x
1652785682173.7,-0.1,3.9,-1.6,-0.1,-0.1,-1,7.5,0,6.5,x
1652785682190.7,-0.1,3.3,-3.1,0,-0.2,-0.8,7.6,-0.1,6.2,x
1652785682207.1,0,0.5,-3.8,0,-0.1,0,7.6,-0.2,6.2,x
1652785682224.1,-0.1,0.1,-2.1,0,-0.2,0.5,7.6,0,6.3,x
1652785682240.6,-0.1,0.1,-2.1,0,-0.2,0.5,7.6,0,6.3,x
1652785682257.1,0.1,0.3,-1.3,0,0,1.1,7.6,0,6.3,x
1652785682273.9,0,0.4,-1.5,-0.1,-0.1,0.1,7.5,0,6.3,x
1652785682290.5,-0.1,0.4,-1.5,-0.1,-0.1,0.1,7.5,0,6.3,x
1652785682307.1,-0.1,-0.2,-2.7,0,-0.2,0.3,7.6,-0.1,6.2,x
1652785682323.8,-0.1,-1.6,-3.7,0.1,-0.1,2,7.6,-0.1,6.3,x
1652785682340.4,0,-1.3,-4,-0.1,-0.1,2.4,7.5,0.1,6.4,x
1652785682357,0,-1.3,-4,-0.1,-0.1,2.4,7.5,0.1,6.4,x
1652785682373.7,-0.1,-0.2,-3.8,0,-0.1,2.6,7.6,0.1,6.4,x
1652785682390.4,0,1.7,-4,0,-0.1,4.2,7.6,0.1,6.4,x
1652785682407,-0.1,1.7,-4,0,-0.1,4.2,7.6,0,6.4,x
1652785682424.7,0,1.2,-1.9,-0.1,0,4.4,7.5,-0.1,6.3,x
1652785682440.3,0,1.3,3.8,0,0,4.7,7.6,0.1,6.5,x
1652785682457,0,4.2,5.2,0,0,4.8,7.6,0.3,6.6,x
1652785682473.7,0,4.2,5.2,0,0,4.8,7.6,0.3,6.6,x
1652785682490.3,-0.7,7.3,0.9,-0.2,-0.3,5.7,7.6,0.3,6.4,x
1652785682507.1,0.1,8.4,-11.2,0.1,0.3,9.3,7.8,-0.2,6,x
1652785682524.3,0.2,6,-5.5,0.1,0.3,7.7,7.7,-0.4,5.9,x
1652785682540.4,0.2,6,-5.5,0,0.4,7.7,7.6,-0.3,6.2,x
1652785682557.1,0.3,3.3,0.6,0,0.5,4,7.7,0,6.2,x
1652785682576.1,0.3,3.6,-1.8,0.1,0.4,2.4,7.8,-0.1,6,x
1652785682590.3,0.2,3.6,-1.8,0.1,0.4,2.4,7.8,-0.3,6,x
1652785682607,0.1,2.2,-0.9,0,0.2,0.7,7.6,-0.2,6.1,x
1652785682623.7,-0.1,-0.2,2.3,0,0.1,-0.8,7.7,0.1,6.4,x
1652785682641.5,-0.2,0.8,-1.7,0,0,0.3,7.7,0.2,6.4,x
1652785682657,-0.2,0.8,-1.7,0,0,0.3,7.7,0.2,6.4,x
1652785682673.7,-0.1,1.2,-3.3,0,0.2,1.8,7.7,-0.2,6,x
1652785682690.4,0.1,0.1,-0.3,0,0.3,1.2,7.7,-0.1,6.1,x
1652785682707,0.1,0.1,-0.3,0,0.3,1.2,7.7,0,6.1,x
1652785682723.7,-0.1,0,-1.1,0,0,0.5,7.7,0.1,6.3,x
1652785682740.4,-0.2,0.2,-5.4,0,0,2.4,7.7,0.1,6.2,x
1652785682757,-0.2,0.2,-5.4,0,0,2.4,7.7,-0.1,6.2,x
1652785682774.1,0,0,-6.3,0.1,0.1,3.4,7.7,-0.1,6.1,x
1652785682790.4,0,-0.1,-5.1,0,0.3,3.2,7.6,0.1,6.4,x
1652785682807.1,-0.1,-0.1,-5.1,-0.1,0.3,3.2,7.6,0.3,6.4,x
1652785682823.7,-0.2,2,-3,-0.1,0.1,2.9,7.6,0.4,6.5,x
1652785682840.3,-0.1,4.4,-3.8,-0.1,0.2,4,7.7,0.3,6.4,x
1652785682857.1,-0.1,7.9,-4.2,0.1,0.2,5.3,7.7,0.1,6.3,x
1652785682873.8,-0.1,7.9,-4.2,0,0.2,5.3,7.7,0.1,6.3,x
1652785682890.4,-0.1,8.6,-3.4,-0.1,0.2,5.9,7.7,0.1,6.3,x
1652785682907.1,-0.2,10.9,-5.4,0,0.2,8.5,7.7,0.2,6.4,x
1652785682923.6,-0.1,12.1,-6.1,0,0.2,9.7,7.7,0.1,6.2,x
1652785682941.4,-0.1,12.1,-6.1,-0.1,0.2,9.7,7.7,0.1,6.2,x
1652785682957,-0.4,14,-6.4,0,0.1,10.5,8,0.1,6,x
1652785682973.7,0.5,7.4,6,0.4,1,10.9,7.8,-1.1,5.3,x
1652785682990.7,0.3,4.5,6,-0.3,0.6,6.2,7.7,-0.3,5.7,x
1652785683007,-0.1,4.5,6,0.1,0.6,6.2,7.7,-0.3,5.7,x
1652785683023.7,0.1,-1.5,-3.3,0.1,0.7,6.6,7.9,-0.3,5.5,x
1652785683040.3,0.3,-5,-5,0,0.9,5.3,7.9,-0.4,5.6,x
1652785683057.1,0.5,-5,-5,0.1,0.9,5.3,7.9,-0.3,5.6,x
1652785683073.7,0.5,-6,-5.6,0,0.9,3.7,7.8,-0.2,5.7,x
1652785683090.4,0.1,-8.2,-5.4,0.1,0.5,1.3,7.9,-0.3,5.7,x
1652785683107.1,-0.4,-10.4,-6.1,0.2,0.3,3.2,8,-0.2,5.9,x
1652785683123.7,-0.4,-10.4,-6.1,0.2,0.3,3.2,8,0.1,5.9,x
1652785683140.4,-0.1,-4,-3.7,0,0.7,7.9,7.7,0.7,6.7,x
1652785683157.1,0.3,1.3,-2.4,-0.2,1.1,6.3,7.6,0.7,6.7,x
1652785683173.7,0.4,1.3,-2.4,-0.2,1.1,6.3,7.6,0.5,6.7,x
1652785683190.4,0.2,5.9,0,-0.2,0.7,3.5,7.7,0.3,6.2,x
1652785683207.1,-0.1,9.6,2.5,0,0.5,2.6,7.9,0,6.1,x
1652785683223.7,-0.2,9.6,2.5,0.1,0.5,2.6,7.9,0,6.1,x
1652785683241.7,-0.2,11.5,5.1,0,0.4,4.8,7.9,0.5,6.3,x
1652785683257,0.4,14.7,6.2,-0.2,1.2,5.8,7.7,-0.2,5.2,x
1652785683273.5,0.3,4.9,1,-0.1,0.9,0.2,7.8,-1.1,4.8,x
1652785683290.4,-0.1,-3.1,-1.5,0,0.6,-0.5,7.9,-0.7,5.3,x
1652785683306.9,-0.2,-3.1,-1.5,0.1,0.6,-0.5,7.9,-0.3,6,x
1652785683323.6,0,-3.6,-0.9,0,0.7,0.5,7.8,0.4,6.4,x
1652785683340.2,0.1,1.4,1.6,-0.1,0.8,-0.1,7.8,0.5,6.5,x
1652785683364.7,0,1.4,1.6,0,0.8,-0.1,7.8,0.5,6.5,x
1652785683378,-0.1,8.7,4,0,0.6,0.1,7.9,0.2,6.1,x
1652785683390.5,0,8.8,4.6,0,0.7,0.4,7.9,-0.1,5.7,x
1652785683409.9,0.1,5.1,3.7,0,0.8,0.1,7.9,-0.6,5.3,x
1652785683427.1,0,-0.6,1.6,0,0.7,-0.5,7.9,-0.6,5.3,x
1652785683442.5,0.1,-4.8,-0.4,0,0.8,-1.1,7.9,-0.4,5.6,x
1652785683458.2,0,-6,-0.1,0,0.7,-1.6,7.9,-0.1,5.8,x
1652785683474.1,-0.1,-6,-0.1,0,0.7,-1.6,7.9,0,5.8,x
1652785683491.5,-0.2,-5.8,0.9,0.1,0.4,-1.4,7.9,0,6,x
1652785683508.7,-0.2,-5.4,1,0.1,0.5,1.6,7.9,0.1,6,x
1652785683525.7,-0.1,-5.4,1,0.1,0.5,1.6,7.9,0,6,x
1652785683540.2,0.3,-6.2,1.6,-0.1,0.9,3.6,7.7,0,6,x
1652785683556.8,0.1,-6.3,2.3,0,0.7,0.6,7.8,0,6,x
1652785683574.2,0,-6,2.1,0,0.7,0.9,7.8,0.1,6,x
1652785683590.2,0,-6,2.1,0,0.7,0.9,7.8,0,6,x
1652785683606.8,0,-5.1,3,0,0.6,0.6,7.9,0,6,x
1652785683623.5,-0.2,-4.8,2.1,0,0.5,0.9,7.8,0,6,x
1652785683640.3,-0.1,-6,-0.8,0.1,0.7,1.5,7.8,0,6,x
1652785683656.9,0.2,-6,-0.8,0,1,1.5,7.7,-0.1,6,x
1652785683673.6,0.3,-6.9,-2.5,-0.1,0.9,-1.7,7.7,-0.1,6,x
1652785683690.2,0,-7.4,-2.9,0,0.7,-3,7.7,0,6.1,x
1652785683706.8,-0.1,-7.4,-2.9,0,0.7,-3,7.7,0,6.1,x
1652785683723.5,-0.2,-7.2,-2.6,-0.1,0.5,-2.6,7.7,0.2,6.4,x